,class,mfcc,image
2501,car,"[-6.5805054e+01  7.7613091e+01 -6.4731464e+00  1.4378781e+01
 -5.0872498e+00  1.5042643e+01 -3.3098534e-02 -3.4205208e+00
 -1.0909747e+00 -6.4921468e-01  7.0344253e+00  9.0025347e-01
 -3.4443166e+00  1.6897850e+00 -8.0741358e+00  7.1985850e+00
 -2.9900000e+00  9.6431141e+00  1.5855983e+00 -7.4464506e-01
 -3.3486993e+00  8.0816154e+00 -6.8675321e-01  4.0366659e+00
 -7.2603688e+00 -5.6843531e-01  9.3431940e+00  7.5236406e+00
  2.3159127e+00  9.1326904e+00 -2.0851660e+00  5.7770190e+00
  1.4239610e+00 -1.1526917e+00 -4.5047526e+00  2.2068033e+00
  7.6974586e-02 -2.4980593e+00  6.9049485e-02  2.9117987e+00]",train_00625.jpg
2502,car,"[-2.7671280e+02  1.3781076e+02  6.4582424e+00  1.4888357e+01
  5.3078837e+00  2.2511477e+01  1.9678795e+00  1.4932978e+01
  9.8416300e+00  1.1766715e+01  6.5804505e+00  8.5671625e+00
  4.6365800e+00  1.1703002e+01  4.7820911e+00  5.0076385e+00
 -8.8059336e-01  7.8150172e+00  2.3544500e+00  9.5741234e+00
  3.3210850e-01  1.0714704e+00 -4.6749816e+00  3.5283775e+00
  7.9780155e-01  4.2086120e+00 -6.1678904e-01  6.2773890e+00
  9.8620170e-01  3.9461195e+00  2.0027399e-02  6.0700321e+00
  2.2986631e+00  4.3878746e+00 -2.1186724e+00 -1.3001636e+00
 -4.4767385e+00  1.1075560e+00 -1.7033029e+00  1.7161140e+00]",train_00586.jpg
2503,dog,"[-2.7348700e+02  1.2367205e+02  2.4208698e+01  3.1043723e+00
 -1.7592374e+00  1.1591420e+01  5.6415992e+00  7.8450270e+00
 -1.4652489e-01  5.4294305e+00 -2.3946543e+00  2.8889194e+00
 -2.3475637e+00  5.1819515e+00 -1.4463189e+00  1.3461021e+00
 -5.8099270e+00  3.3541048e+00  2.6376423e-01  5.9752002e+00
 -2.3817835e+00 -7.2015911e-02 -4.6702809e+00  1.8854645e+00
 -2.2848854e+00  1.2958850e+00 -3.3373976e+00  2.2673440e+00
 -2.3473604e+00  1.3423189e+00 -2.8590877e+00  3.1007426e+00
  1.7369136e-01  2.6730707e+00 -3.1985755e+00  1.3033555e+00
 -2.0501587e+00  4.0388317e+00  4.6628758e-01  2.6608853e+00]",n02091635_215.jpg
2504,bird,"[-2.37956100e+02  1.15230551e+01  5.63895845e+00  5.02691078e+01
 -1.46027775e+01  8.46179104e+00  1.79165268e+01  2.89527297e+00
 -7.78804779e+00  2.40546627e+01 -1.85489273e+01  1.63717403e+01
 -1.20475245e+01  1.11240263e+01 -4.08663797e+00  7.26315081e-02
  6.86236620e+00 -2.09609008e+00  1.56585431e+00  2.11747813e+00
  1.67166066e+00 -9.40985084e-01  3.08333564e+00 -3.50970006e+00
  3.35872197e+00  2.49596334e+00 -4.31529522e+00  8.06576633e+00
 -5.53391266e+00  4.35901833e+00 -3.66522574e+00  2.84148693e+00
 -4.46324062e+00  3.50136709e+00 -5.46304512e+00  4.20203733e+00
 -2.04646373e+00 -2.06708655e-01  3.00423026e+00  1.90229225e+00]",0899.jpg
2505,car,"[-2.9588211e+02  1.0329483e+02  2.3372248e+01  2.9646368e+01
  1.3480042e+01  9.5861139e+00 -4.9936438e+00  5.4470768e+00
  1.5834104e+01  9.0339851e+00 -5.5169201e+00  9.4657812e+00
  1.8050207e+01  4.0698919e+00  1.4854676e-01  1.2084540e+01
  1.3667120e+01  1.0156964e+01 -6.3270922e+00  9.1859369e+00
  8.1912270e+00  3.1079024e-01 -5.0475278e+00  6.4001966e-01
  7.8672853e+00  1.1569743e+00 -9.9095955e+00  2.6359499e+00
 -1.8988453e+00  3.1730101e+00 -1.6122562e+01  8.8092775e+00
  1.5273445e+00  2.2383013e+00 -9.4996881e+00  7.9873796e+00
  2.2509573e+00  2.9269586e+00 -1.2545335e+01  3.1493936e+00]",train_00847.jpg
2506,bird,"[-4.9352802e+02  9.0836649e+00  5.6274061e+00  3.2395775e+01
 -2.1911135e+01  1.1787289e+01  3.8330641e+00  3.3574448e+00
 -1.4772475e+01  7.5557923e+00 -5.8335848e+00 -1.2103066e+01
  5.0485559e+00  4.7063729e-01 -1.0566578e+01  4.2586298e+00
 -1.8658971e+00 -1.9193330e+00  2.9423780e+00  2.8508208e+00
 -3.6473913e+00  6.9673462e+00 -3.9313309e+00  7.2381272e+00
 -2.8925836e+00  3.0518076e+00  2.9854958e+00  1.4684330e+00
 -2.4388952e+00  6.1175599e+00 -2.1697085e+00  2.9789655e+00
  2.1975307e+00  2.4304144e+00 -5.8239903e+00  2.7846627e+00
 -2.5634439e+00 -1.8976940e+00  8.3479178e-01  5.8920842e-01]",0073.jpg
2507,dog,"[-5.1163937e+02  6.2954178e+01  8.6963615e+00  1.6432327e+01
  5.9949327e+00  2.3291023e+01  8.1441193e+00  1.1902337e+01
  1.2210208e+01  1.2866791e+01  3.0409091e+00  1.2502909e+01
  3.9173179e+00  1.1078497e+01  5.1962024e-01  1.5462558e+01
 -5.4933033e+00  7.6588588e+00  6.1043134e+00  3.6281877e+00
  1.1582378e+00  4.0511432e+00  6.0333591e+00  7.6837406e+00
 -6.9610250e-01  7.8688707e+00 -3.4086130e+00  6.7808986e+00
 -3.2841733e-01  9.1290188e-01 -6.5220561e+00  2.7892892e+00
 -3.0182569e+00  7.7581841e-01 -7.1030706e-01 -2.7929971e-01
 -1.0952775e+00 -9.6958119e-01 -7.0587497e+00  3.8048103e+00]",n02099267_720.jpg
2508,bird,"[-6.7731256e+02 -1.4326814e+01 -8.3989395e+01 -2.2814753e+01
 -4.2819447e+01 -7.3224382e+00 -2.7832796e+01  2.5758765e+00
 -1.5198751e+01  2.3688886e+00 -1.2748615e+01  5.2692218e+00
 -7.2950306e+00  1.4183533e+00 -3.8965037e+00 -1.3698243e-01
  1.7931374e+00 -1.3139927e+00  1.1636916e+00  2.1094422e+00
 -1.9526178e+00  4.2291660e+00 -2.8533611e+00  3.5805564e+00
 -3.2164805e+00  2.0507414e+00 -2.0699682e+00  3.0687501e+00
 -5.2351880e+00  3.5134406e+00 -2.5194645e+00  1.8992485e+00
 -6.6233957e-01  8.6276299e-01 -1.1422042e+00  5.0105977e-01
 -7.6394594e-01  1.4937222e+00 -1.0335916e+00  2.3254712e+00]",0993.jpg
2509,dog,"[-265.77405    -33.529133  -101.71824     32.982166    16.540258
   28.588997     4.539289    14.469106     6.7082005   23.296883
    2.8860388   19.139729    -6.0820413    4.5104327    2.6697307
   10.166626     2.3186536    3.8566425    4.53903      6.366411
    6.511117    15.490912     4.9847927    3.7606       3.7459717
   10.129704     2.993691     9.682613     2.6512895    7.7467327
    2.228394    11.742924     4.2151365    5.4880924    2.1628551
    2.1006207    4.000933     3.853187     2.5453622    6.4004526]",n02100735_216.jpg
2510,car,"[-6.2618046e+01  1.1618135e+02 -2.2154091e+01  2.2444885e+01
 -9.8416204e+00 -9.5783291e+00  8.0951347e+00 -8.3026752e+00
 -5.7347727e-01  2.2587171e+00 -1.9964849e+00  4.1106076e+00
 -4.3143738e-02  8.2197733e+00 -2.6599655e+00  5.2439690e+00
  1.6311234e+00 -2.1891470e+00 -3.0872889e+00 -1.0036460e+00
 -1.1323050e+01 -2.1972730e+00 -6.3988338e+00  2.3503058e+00
  1.5648322e-02  1.7814503e+00 -9.8446941e-01  7.2117338e+00
  5.8775610e-01  3.0546196e+00 -1.2049860e+00  1.9129883e+00
 -2.1129708e+00  4.5126777e+00 -1.7387515e-01  3.0678155e+00
 -3.1619353e+00  2.4335411e+00 -2.1791677e-01  5.3856549e+00]",train_00133.jpg
2511,car,"[-2.7268109e+02  1.2972621e+02 -2.9738487e+01  3.0464354e+01
  6.2205410e+00  1.1459500e+01  9.1639824e+00  1.3037369e+01
 -1.1492925e+00  1.7150484e+01  3.1111999e+00  5.8915911e+00
  1.1359408e+01  6.9096904e+00  3.4864669e+00  8.5009241e+00
 -3.1288764e+00  8.9491463e+00 -7.4261874e-01  2.2456555e+00
  1.3281790e+00  8.3019552e+00  6.4751801e+00  6.9241977e+00
  1.8276726e-01  5.1851215e+00  1.8276258e-01  3.8639083e+00
  2.5290452e-02  1.7978729e+00 -6.7746763e+00  2.6745608e+00
 -4.3330417e+00  5.6129944e-01 -3.3273414e-01  1.4485884e+00
  6.5442586e-01  1.0967697e+00 -6.5815735e-01  3.7953117e+00]",train_00656.jpg
2512,car,"[-361.1077     156.19627     16.475964    21.587313     4.9620776
   24.265215    14.6393      16.717157     6.147128    10.77454
   -3.3878438   11.140154    -1.6617507    9.606338    -4.2038646
    2.122721    -5.1925607   -4.6666574   -7.9417934   -5.2104545
   -3.6280015    4.787928    -2.7568796    2.3283217   -4.446665
   -1.466303    -7.064148     2.932606    -2.9692438    2.033198
   -2.6175349    3.277082    -2.9650238    4.553132     5.963409
    6.908188     1.7726376    5.9909215    3.314682     0.4841739]",train_00186.jpg
2513,bird,"[-3.4121619e+02 -4.2857143e+01 -1.2251429e+02 -9.8808571e+01
 -6.4383415e+01 -4.2629749e+01 -2.7767487e+01 -5.1590519e+00
  1.5581544e+01  1.2444531e+01  5.0684724e+00  2.6733080e+01
  3.2621820e+00 -6.2795072e+00  7.3891659e+00  2.6269078e+00
 -1.2041611e+01  8.5389872e+00  2.9248192e+00  2.3151381e+00
 -3.3287370e+00 -2.4288599e+00 -1.5431842e+00 -5.5502546e-01
 -1.1362343e+01  3.8596535e+00 -1.8834981e+00 -1.7968125e+00
  6.5730804e-01  1.6317331e+00 -6.7569275e+00  1.4859272e+00
 -5.1675019e+00 -1.8408488e+00 -2.1196940e+00  2.2542956e+00
 -2.1847237e-02  4.3266015e+00  9.6878044e-02  4.4991484e+00]",0298.jpg
2514,bird,"[-4.6376321e+02  5.0137955e+01 -1.0868681e+01  1.7524633e+01
 -9.6894512e+00  1.2933334e+01  1.3935033e+00  3.5718210e+00
  7.2957997e+00 -1.7518290e+00 -6.4791596e-01  7.9440355e+00
 -4.8685608e+00  7.1663852e+00 -2.2622564e+00  1.6514903e+00
  8.6921114e-01  4.3929868e+00  3.9858687e-01  6.3213286e+00
 -3.0197623e+00  7.8437929e+00 -3.1026227e+00  6.9825358e+00
 -2.0468049e+00  3.7084723e+00 -3.0621667e+00  3.1214790e+00
 -1.4941829e-01  1.9120011e+00 -3.2724640e+00  8.3226371e-01
 -1.6615231e+00  3.9322608e+00 -4.8497295e+00  3.8028388e+00
 -3.0559359e+00  1.8717996e+00 -2.7674723e+00  7.4734151e-01]",0036.jpg
2515,bird,"[-5.5906964e+02  3.5881477e+01  6.7513151e+00  9.1810600e+01
 -1.4426089e+01  1.9494432e+01  2.8743591e+01 -7.9670796e+00
  9.7371893e+00  1.5524990e+01 -3.2378471e+00  6.2702622e+00
  6.7734370e+00  1.2805256e+01  4.6188393e+00  9.5972528e+00
  5.2053175e+00  1.3749531e+01  3.0407536e-01  5.3105221e+00
  6.1108260e+00  7.9685087e+00  1.9140559e-01  5.6136265e+00
  4.0630803e+00  5.8916001e+00  9.4481272e-01  9.6917839e+00
 -1.1932681e+00  7.4658275e+00  9.9698406e-01  1.2406552e+00
  3.9091988e+00  1.8617656e+00 -8.7054330e-01  6.8537769e+00
 -4.3859038e+00  5.8212600e+00 -1.0817382e+00  4.7443476e-02]",1021.jpg
2516,dog,"[-2.4703682e+02  8.3425522e+01 -2.8715071e+01  2.0198219e+01
 -6.6016660e+00  5.5473270e+00 -5.8804870e+00  5.1341591e+00
 -2.3545797e+00  9.5712509e+00 -4.7628818e+00  6.6561141e+00
  3.4694593e+00  8.2120333e+00 -3.4415572e+00 -1.7714466e+00
 -2.1535053e+00  2.4297769e+00 -5.0060329e+00 -5.6574583e-01
 -3.5334253e+00  2.1121334e-01 -6.5376720e+00  2.6472032e+00
 -2.1142099e+00  1.7504716e+00 -2.7894502e+00  2.3691101e-02
 -6.1906176e+00  1.9514171e+00 -3.7380548e+00  9.3540138e-01
 -2.8476865e+00  2.7256827e+00 -8.1520689e-01  1.0086865e+00
 -3.3951011e+00  1.5304872e+00 -3.7124288e+00  6.2644839e-01]",n02098413_244.jpg
2517,car,"[-233.66566     160.46776     -34.634766     33.061966    -25.36764
   30.822044      6.7677336    14.096223     22.483139     14.20736
   -6.6320043     5.014433      9.1696205     8.754124     -1.3049543
    6.6705036     5.2027493    10.797725      0.457358      1.7236011
    1.3737309     3.121726     -3.5401282     2.895733      0.9449177
    4.787015     -0.3995197    -2.8923318    -1.745948      2.2763531
   -3.1260629    -0.6990312     2.493284      1.8463546     0.67397064
    0.67412317   -1.6080289     1.171976     -1.7798938    -0.54849297]",train_00727.jpg
2518,dog,"[-343.88855     -2.4583619  -62.26642     24.009552     6.9521646
   25.751698    21.85006      7.979063     3.956787    13.969651
    9.836786    10.88021      4.6541758   10.872744     3.8478677
   13.114773     4.3026853    8.372325     7.963088     7.5731497
    3.813838     9.177287     6.954656     8.587291     6.473528
   10.1924515    6.2727647    8.929158     5.4273477    9.331293
    5.2068863    6.693355     2.5614464    8.673046     2.1108904
    2.082051     2.8027718    4.479763     1.4443957    1.0294037]",n02100735_4.jpg
2519,dog,"[-2.5311470e+02  8.1530647e+01 -4.4592079e+01 -3.3043909e+00
 -7.2246795e+00 -6.4909773e+00  1.7508141e+00 -8.2800684e+00
  4.0726867e+00  1.0892146e+01  5.7532930e+00  1.2744720e+01
 -3.3304968e+00  4.6470046e+00 -8.6186352e+00 -2.4276657e+00
 -5.3119284e-01  4.5500093e+00 -2.4551477e-01  1.5807627e+00
 -2.1367724e+00  4.6694393e+00 -8.1729774e+00  2.1170821e+00
 -3.1644683e+00  4.5059047e+00 -1.7251061e+00  5.9316597e+00
  2.7227387e+00  1.8310219e+00 -5.7194080e+00 -1.4140295e+00
 -5.0614424e+00 -9.4220608e-01 -5.3216629e+00  2.5514886e+00
  1.0594013e+00  7.6838851e+00  1.6207448e+00  1.4633000e+00]",n02085782_143.jpg
2520,dog,"[-2.5511694e+02  1.3077220e+02 -8.2219048e+01 -6.7979019e+01
 -1.9482811e+01 -1.7814278e+01 -3.1370878e+01  4.1758361e+00
  7.6512456e+00  1.2436929e+00 -6.4330883e+00  1.7496201e+01
  2.0880756e+00  7.7644384e-01 -2.8285081e+00  5.0608593e-01
 -9.6836405e+00 -5.2555852e+00  2.3055787e+00  5.5475597e+00
 -9.9581510e-01  3.1616783e+00  3.1749651e-01  2.7473276e+00
 -1.1145668e+00  2.5967796e+00 -3.3967333e+00 -3.2996805e+00
 -2.2723358e+00  4.4409707e-02 -8.2276061e-02 -1.2101639e-01
 -2.8459461e+00 -5.3307164e-01 -2.2938504e+00  5.4304719e-01
 -1.4924127e+00 -4.1713193e-01 -3.7198136e+00  2.2188611e-01]",n02090721_272.jpg
2521,bird,"[-4.1667743e+02  5.7050686e+01 -2.8437617e+00  1.0856352e+01
 -4.3517284e+00  5.6186490e+00 -1.2579842e+00  1.0455233e+01
  5.4137592e+00  1.1293307e+01  7.5256343e+00  1.1924961e+01
  3.0528586e+00  6.0722122e+00 -2.5184176e+00  5.2912440e+00
  1.3942832e+00  6.9061189e+00 -6.0393125e-01  5.9919987e+00
  3.6203524e-01  4.1461701e+00 -1.2156124e+00  9.6051973e-01
 -4.6164703e+00  2.7863486e+00 -1.6303833e+00  1.6832801e+00
 -2.9943535e+00  2.2707584e+00 -2.3514509e+00  3.6767135e+00
 -2.9280465e+00  1.0541381e+00 -1.1074909e+00  2.3280532e+00
 -3.4627192e+00  9.8806024e-01 -2.5775964e+00 -9.4532341e-01]",0579.jpg
2522,bird,"[-4.9591718e+02  4.1619625e+01 -1.6252342e+01  2.9559882e+00
  6.3681092e+00  2.1251844e+01  1.6371536e+00 -1.3521758e+01
 -1.8810015e+01 -6.0036051e-01  1.0100585e+01 -7.7495122e+00
 -2.1813145e+01 -5.8523912e+00  4.7084012e+00  3.8082147e+00
  1.0094180e+00 -7.2787418e+00 -1.3714120e+01  9.9014015e+00
  1.1368244e+01 -6.4129958e+00 -8.1125460e+00 -1.1880819e+00
  3.4752183e+00  6.5974650e+00 -3.3564994e-01 -4.9565387e+00
 -7.1578870e+00  5.1007519e+00  1.1545544e+01 -5.9607821e+00
 -6.1249638e+00  1.0663307e+00  1.7286888e+00  4.5769715e+00
  2.4148402e+00 -7.8305845e+00 -2.6661108e+00  8.2585955e+00]",1044.jpg
2523,car,"[-2.6437207e+02  7.6813828e+01 -3.6588863e+01  5.5107846e+00
 -1.1225643e+01  2.5727722e+01  2.3017638e+00  1.9542500e+01
 -1.0992570e+01 -2.8755968e+00  2.6189299e+00  1.4506167e+01
 -9.1809978e+00  1.1190116e+01 -4.5752726e+00 -2.7158937e+00
  1.3690697e+00 -2.1995046e+00 -3.1373527e+00  8.2749331e-01
 -9.3919201e+00 -7.1325536e+00 -4.2112765e+00 -3.1696939e+00
 -1.1034251e+01 -2.5662477e+00 -3.1381638e+00  1.1319562e+00
 -6.4795241e+00 -5.7980037e-01 -8.3144426e+00  2.0994858e-01
 -7.0414460e-01  3.7255831e+00  4.1179588e-01  2.9170949e+00
  2.8614962e+00  1.8160958e+00  7.9753155e-01  5.8433428e+00]",train_00262.jpg
2524,car,"[ 50.94862    127.90034    -33.124195    38.10967    -41.408543
  31.208563   -34.347397     3.2861516  -27.662844    -5.54866
   3.320171    -6.2403903    6.6128316   -3.4240522   -0.9258413
  -3.226854     3.8935692   -1.7847072   -1.4790409    0.54255956
  -1.6114792    2.0139678   -3.1876442    3.3736527   -4.879027
   1.8699775   -5.433427     4.172971    -4.9467473   -0.665271
  -7.3496747    0.18102263  -2.9687777    1.0822111   -0.6267459
   1.6265785    1.377777     0.14339171   1.2795367    1.9565285 ]",train_00828.jpg
2525,dog,"[-3.5804321e+02  6.8137932e+01 -4.3896152e+01 -1.2307419e+01
 -1.0574269e+01 -1.5153821e+01 -3.0177177e+01 -2.0869478e+01
 -1.9707256e+01 -8.0752573e+00 -2.3757915e+01 -1.6287764e+01
 -1.8746826e+01 -5.6923409e+00 -1.1732272e+01 -6.8721528e+00
 -6.8209887e+00 -8.7440090e+00 -1.3729812e+01 -4.7727299e+00
 -9.7949810e+00  1.8374336e+00 -6.4811349e-01  1.6948384e+00
 -2.5808656e+00  1.5435815e+00  1.4003392e+00  4.7247281e+00
 -2.0184222e-01  7.7325435e+00  4.7452970e+00  7.8487124e+00
  3.0515959e+00  5.2982745e+00  3.0999289e+00  6.4725752e+00
  3.6945798e+00  6.8533187e+00  1.6727420e+00  4.6786270e+00]",n02091032_334.jpg
2526,car,"[-2.6559500e+02  9.5519341e+01  2.6780895e+01  4.3373936e+01
 -5.4243517e+00  1.9996380e+01  2.3053846e+01  2.0838503e+01
  4.7828932e+00  5.7583237e+00 -1.2478236e+00  4.6060181e+00
  2.4312296e+00 -7.2887850e+00  3.8969334e-02  6.8096166e+00
 -3.7774451e+00  2.5153978e+00  6.7127055e-01 -2.2473669e+00
 -7.2916050e+00  3.8644509e+00 -7.3089814e+00  5.3589720e-01
 -5.4586062e+00 -2.5658717e+00 -6.2632427e+00  7.1356422e-01
 -1.9206016e+00 -2.3883827e+00 -6.7869458e+00 -7.5227642e-01
 -4.7681293e+00 -2.3790585e-01 -4.3862810e+00 -8.0170900e-01
 -5.4638615e+00  7.2629607e-01 -2.8993840e+00 -1.1059352e+00]",train_00694.jpg
2527,dog,"[-422.80655    156.1903     -21.287565     4.690002     6.592354
   -2.143302   -21.201088     3.4223404   -2.5644634   -1.0310806
    9.797332    29.995909    13.397412     8.471251    -1.4195193
  -10.904662   -18.054422    -4.5686893    4.6283855    4.2371674
  -18.059114   -10.860689     0.8397801   13.817615     3.4586327
    3.2369514   11.900628     1.5853416  -14.225692   -10.834182
    1.5770313   -6.6135197  -20.601513    -9.072659    -4.707515
    4.912254    16.707106    21.970665    -2.4770467  -18.5697   ]",n02099849_68.jpg
2528,dog,"[-2.5743991e+02  1.0876431e+02 -6.2079067e+01 -1.6378380e+01
 -2.9648180e+01  3.9343965e+00 -1.9317827e+01 -1.7818361e+01
 -1.1105574e+00  4.7549210e+00 -1.5498926e+01  3.8827925e+00
  3.1377060e+00 -5.0768719e+00 -1.0250001e+01 -6.6404767e+00
 -4.9577293e+00  1.3787699e+00  2.0024910e+01  3.3782204e+01
  1.8680370e+01  6.6767850e+00  1.0043475e+01  3.8752224e-02
 -3.1562777e+00  1.1959907e+00 -4.9261484e+00 -1.2588317e+01
 -1.4616443e+01 -1.7590960e+00 -1.0094427e+01 -8.5878448e+00
 -6.3732014e+00 -3.2030160e+00  2.6828997e+00  4.9408455e+00
  2.5840945e+00  5.0261350e+00  7.4015150e+00  1.3009763e+01]",n02088238_1944.jpg
2529,car,"[-9.8217216e+01  5.2730789e+01 -1.6135677e+01  2.1295355e+01
  3.2919760e+00  9.1090508e+00 -1.1667771e+01  3.4207015e+00
  1.9035402e+01  1.3833618e+01 -1.1766781e+01  6.4860029e+00
  4.4717965e+00  9.0927687e+00 -7.3380643e-01  5.3576659e-02
  7.3404403e+00  1.0589524e+01 -1.7071777e+01  3.7598870e+00
  2.8537314e+00  1.6494206e-01 -1.0930594e+01 -2.4449658e+00
  2.0716096e-01  8.7328682e+00 -1.0372046e+01 -6.0085673e+00
  7.9152592e-02  5.4375696e+00 -5.8329320e+00 -1.5692170e+00
 -3.2109511e+00  8.7445183e+00 -5.3992867e+00 -1.5762085e+00
 -3.7307830e+00 -4.2619371e-01 -2.8469055e+00  8.8986647e-01]",train_00705.jpg
2530,bird,"[-5.13993896e+02 -1.12487335e+02 -1.10943581e+02 -5.38896828e+01
 -3.78085594e+01 -1.45725183e+01 -1.48790369e+01  4.40528297e+00
  3.66949987e+00  3.25148010e+00 -2.74215865e+00  6.79989672e+00
 -1.03805339e+00  8.12418747e+00 -3.24296385e-01  3.85696816e+00
 -8.78464103e-01  8.39925230e-01 -3.47433949e+00  3.44248962e+00
  3.14345956e-01  3.91696000e+00 -1.77657783e+00 -3.98319401e-02
 -2.20365152e-02  1.64615548e+00 -2.69309759e+00  4.45426130e+00
 -3.73948812e+00  4.71409273e+00 -2.32389522e+00  1.69699168e+00
 -2.98122764e+00  8.35488677e-01 -2.62305355e+00  3.35039902e+00
 -3.07843852e+00  1.84892225e+00 -4.17243272e-01  9.56961036e-01]",0862.jpg
2531,car,"[-153.19484     103.97959     -14.942193     12.993445      7.2563324
   19.943281      7.666609     30.259466     13.966575     10.287433
    1.3446113    10.691309     10.563759      4.9704456    -2.2479057
    6.8781414     5.082828      2.2240317    -5.464025     11.159518
    8.903639      3.2578888    -6.7470565     8.100251      3.4179888
    6.5694914     4.134813      4.1927814     2.1546502     2.3729272
    1.986496      5.7074084    -3.1520674     0.62560266    4.309859
    8.291694      2.6214666     4.8255405    -3.4114442     6.2958484 ]",train_00006.jpg
2532,dog,"[-2.3545108e+02  1.5861795e+02 -1.0271563e+01 -2.2306644e+01
 -7.7894802e+00  1.5854261e+00  2.1308892e+00  8.3214588e+00
 -6.7914248e+00  3.3704326e+00  5.7283390e-01  1.5328365e+01
 -1.1040329e+00  1.3081761e+01  7.8271546e+00  2.4146850e+00
  2.5261526e+00  8.8292694e+00  6.2555099e-01 -6.4063702e+00
 -5.8915372e+00  3.9375110e+00  4.2351313e+00  1.0505838e+01
 -1.8845446e+00 -1.7755663e+00  2.0095172e+00 -2.0218685e+00
 -6.1542220e+00 -2.7955987e+00 -5.7154351e-01  8.8878393e+00
  6.0135241e+00  1.4331070e+00 -1.6300960e+00 -1.5007125e+00
 -4.6412531e-01 -7.7285320e-02 -3.8126853e+00 -2.5511461e-01]",n02096294_436.jpg
2533,car,"[-1.8987469e+02  8.0176949e+01 -1.8503762e+00  1.6002698e+00
 -2.9196992e+00  1.8906287e+00  4.5368609e+00  1.0822827e+01
  1.0640021e+01  2.2245253e+01  1.4069378e+00  2.3213985e+01
 -4.6333866e+00  2.1797857e+00  3.1203516e+00  7.0940905e+00
  6.6904912e+00  1.0457086e+01  2.0807350e+00  8.6973686e+00
  9.7842944e-01  4.9167418e+00 -4.2459089e-02  9.9955267e-01
  4.5679417e+00  6.3056655e+00 -1.3929180e+00  3.8573083e-01
 -5.7812595e+00  5.0005112e+00  3.9850824e+00  8.6082563e+00
  3.9765441e-01  5.0491290e+00 -3.9267424e-01 -3.0054969e-01
 -5.3610950e+00  1.7519848e+00  2.2745256e+00  4.6041026e+00]",train_00415.jpg
2534,bird,"[-6.65733459e+02  1.14150871e+02 -3.26717606e+01  2.95586681e+00
  4.68969269e+01  1.68446789e+01 -9.09688091e+00  3.76387167e+00
  1.77436771e+01 -2.13229918e+00 -4.87477970e+00  1.13690605e+01
  8.29908371e+00 -4.41332817e+00 -5.22623777e+00  9.13325310e+00
 -3.86473989e+00 -5.52181292e+00 -5.11881828e+00  7.53752136e+00
 -3.59166169e+00  2.53366828e+00 -2.48761699e-01  3.08578491e+00
 -7.85874176e+00  6.54431164e-01  5.74624300e-01  4.77859545e+00
 -7.96875334e+00 -1.05518615e+00 -1.16267538e+00  5.10419464e+00
 -4.40408707e+00  5.22808135e-01 -2.40613317e+00  3.75069594e+00
 -5.38906813e+00 -6.29210323e-02 -4.23197603e+00  9.59444046e-01]",0386.jpg
2535,dog,"[-3.8534738e+02  1.1311145e+02 -1.0459899e+01  4.0225346e+01
  3.9628088e+00  1.7747478e+01  1.1381920e+01  1.9011251e+00
  3.9472177e+00  1.0934109e+01  7.0384383e+00  2.7875896e+00
  5.2599645e+00  4.5136056e+00 -7.1622028e+00  2.9883940e+00
 -2.4713905e+00  4.0927291e+00  4.3523404e-01  2.7116814e+00
  3.4874102e-01  2.4740720e+00  1.6113384e+00  7.2254534e+00
  4.1344604e+00  3.7013428e+00 -2.4896886e+00 -2.0667396e-01
  8.5095100e-02  7.1610518e+00  2.0106232e+00 -1.4958425e+00
 -3.2905898e+00  3.9041655e+00  2.0767648e+00  1.6088150e+00
 -2.3140790e+00  5.3101391e-01 -4.8156366e-01  2.5502114e+00]",n02096437_137.jpg
2536,dog,"[-4.2170535e+02  4.6105068e+01 -6.2423811e+00 -1.6180216e+01
 -1.0748396e+01  1.0303015e+00 -1.4127193e+01 -4.0576816e+00
 -1.0885200e+01 -1.0899543e+01 -9.0427713e+00 -4.9403367e+00
 -3.4919877e+00  5.3865986e+00 -2.0815120e+00  2.3424611e+00
  3.8099031e+00 -6.0629177e-01 -2.6193216e+00 -7.2352999e-01
  2.5418499e-01  7.2390735e-01  7.2701859e-01  2.1945338e+00
  2.6928911e+00  3.9799459e+00  1.1649969e-01  1.8305577e+00
  5.4176524e-02 -3.6914721e-01  6.0798764e-01  2.6052961e+00
  3.4844109e-01 -1.4607272e+00 -2.9192414e+00  1.1788821e-02
 -1.5667973e+00  1.6795982e+00  8.4796220e-02 -6.8570352e-01]",n02096051_138.jpg
2537,dog,"[-4.6940927e+02  7.3890175e+01 -1.1271175e+01 -7.1159935e-01
 -3.5370867e+00 -6.7219319e+00 -1.4351501e+01 -1.7825790e+01
 -1.6563566e+01 -7.7680941e+00 -6.5068288e+00 -9.8746557e+00
 -3.7428672e+00 -2.6274235e+00 -1.8256673e+00  3.2769706e+00
 -8.2416143e+00 -1.2558945e+01 -1.3095674e+01 -9.9189138e+00
 -6.4712849e+00  1.5464242e+00 -2.0900292e+00 -2.0538189e-01
 -2.2392612e+00 -6.8592024e+00 -2.6398711e+00 -1.0538430e+00
 -3.3926122e+00 -6.0456949e-01 -2.1135857e+00 -3.9444175e+00
 -1.1107814e+00 -1.0983624e+00 -1.0184728e+00 -6.1016315e-01
 -3.2026849e+00 -1.5636063e+00 -2.0878992e+00 -3.2007914e+00]",n02089078_52.jpg
